"Country","ParticipantName","Address","City","BIC","Readiness Date","Scheme Leaving Date","Scheme Options"
"GERMANY","Sparkasse Mittelholstein AG","Ruehlingsplatz 1","Rendsburg","NOLADE21RDB","2018-07-10","",""
"GERMANY","Sparkasse Mittelmosel - Eifel Mosel Hunsrueck","Cusanusstr. 24a","Bernkastel-Kues","MALADE51BKS","2018-07-10","",""
"GERMANY","Sparkasse Mittelsachsen","Poststr. 1a","Freiberg (Sachsen)","WELADED1FGX","2018-07-10","",""
"GERMANY","Sparkasse Mittelthueringen","Anger 25/26","Erfurt","HELADEF1WEM","2018-07-10","",""
"GERMANY","Sparkasse Mitten im Sauerland","Winziger Platz 6","Meschede","WELADED1MES","2018-07-10","",""
"GERMANY","Sparkasse Muelheim an der Ruhr","Berliner Platz 1","Muelheim an der Ruhr","SPMHDE3EXXX","2018-07-10","",""
"GERMANY","Sparkasse Muensterland Ost","Weseler strasse 230","Muenster","WELADED1MST","2018-07-10","",""
"GERMANY","Sparkasse Muldental","strasse des Friedens 25","Grimma","SOLADES1GRM","2018-07-10","",""
"GERMANY","Sparkasse Neckartal-Odenwald","Hauptstrasse 5","Mosbach","SOLADES1MOS","2018-07-10","",""
"GERMANY","Sparkasse Neu-Ulm-Illertissen","Insel 13","Neu-Ulm","BYLADEM1NUL","2018-07-10","",""
"GERMANY","Sparkasse Neubrandenburg-Demmin","Platanenstr. 11","Neubrandenburg","NOLADE21NBS","2018-07-10","",""
"GERMANY","Sparkasse Neuburg-Rain","Theresienstr. B 186","Neuburg","BYLADEM1NEB","2018-07-10","",""
"GERMANY","Sparkasse Neumarkt i. d. Opf.","Obere Marktstr. 52","Neumarkt","BYLADEM1NMA","2018-07-10","",""
"GERMANY","Sparkasse Neunkirchen","Hammergraben 5","Neunkirchen","SALADE51NKS","2018-07-10","",""
"GERMANY","Sparkasse Neuss","Oberstrasse 110-124","Neuss","WELADEDNXXX","2018-07-10","",""
"GERMANY","Sparkasse Neuwied","Hermannstr. 20","Neuwied","MALADE51NWD","2018-07-10","",""
"GERMANY","Sparkasse Niederbayern-Mitte","Theresienplatz 11/17","Straubing","BYLADEM1SRG","2018-07-10","",""
"GERMANY","Sparkasse Niederlausitz","Markt 2","Senftenberg","WELADED1OSL","2018-07-10","",""
"GERMANY","Sparkasse Nienburg","Goetheplatz 4","Nienburg","NOLADE21NIB","2018-07-10","",""
"GERMANY","Sparkasse Nuernberg","Lorenzer Platz 12","Nuernberg","SSKNDE77XXX","2018-07-10","",""
"GERMANY","Sparkasse Oberhessen","Kaiserstrasse 155","Friedberg","HELADEF1FRI","2018-07-10","",""
"GERMANY","Sparkasse Oberland","Muenzstr. 36","Schongau","BYLADEM1WHM","2018-07-10","",""
"GERMANY","Sparkasse Oberlausitz-Niederschlesien","Frauenstr. 21","Zittau","WELADED1GRL","2018-07-10","",""
"GERMANY","Sparkasse Oberpfalz Nord","Sparkassenplatz 1","Weiden i.d. Opf.","BYLADEM1WEN","2018-07-10","",""
"GERMANY","Sparkasse Odenwaldkreis","Martin-Luther-strasse 53-55","Erbach","HELADEF1ERB","2018-07-10","",""
"GERMANY","Sparkasse Oder-Spree","Franz-Mehring-Str. 22","Frankfurt (Oder)","WELADED1LOS","2018-07-10","",""
"GERMANY","Sparkasse Offenburg/Ortenau","Bertha-von-Suttner-strasse 8","Offenburg","SOLADES1OFG","2018-07-10","",""
"GERMANY","Sparkasse Olpe Drolshagen Wenden","Westfaelische Strasse 9","Olpe","WELADED1OPE","2018-07-10","",""
"GERMANY","Sparkasse Osnabrueck","Wittekindstr. 17-19","Osnabrueck","NOLADE22XXX","2018-07-10","",""
"GERMANY","Sparkasse Osterode am Harz","Eisensteinstr. 8-10","Osterode am Harz","NOLADE21HZB","2018-07-10","",""
"GERMANY","Sparkasse Ostprignitz-Ruppin","Fontaneplatz 1","Neuruppin","WELADED1OPR","2018-07-10","",""
"GERMANY","Sparkasse Paderborn Detmold","Hathumarstrasse 15 - 19","Paderborn","WELADE3LXXX","2018-07-10","",""
"GERMANY","Sparkasse Passau","Nikolastr. 1","Passau","BYLADEM1PAS","2018-07-10","",""
"GERMANY","Sparkasse Pfaffenhofen","Sparkassenplatz 11-13","Pfaffenhofen","BYLADEM1PAF","2018-07-10","",""
"GERMANY","Sparkasse Pforzheim Calw","Poststrasse 3","Pforzheim","PZHSDE66XXX","2018-07-10","",""
"GERMANY","Sparkasse Pfullendorf-Messkirch","Bahnhofstrasse 14","Pfullendorf","SOLADES1PFD","2018-07-10","",""
"GERMANY","Sparkasse Prignitz","Rostocker Str. 4","Pritzwalk","WELADED1PRP","2018-07-10","",""
"GERMANY","Sparkasse Radevormwald-Hueckeswagen","Hohenfuhrstrasse 19-21","Radevormwald","WELADED1RVW","2018-07-10","",""
"GERMANY","Sparkasse Rastatt-Gernsbach","Kaiserstrasse 37","Rastatt","SOLADES1RAS","2018-07-10","",""
"GERMANY","Sparkasse Regen-Viechtach","Ludwigsbruecke 2","Regen","BYLADEM1REG","2018-07-10","",""
"GERMANY","Sparkasse Regensburg","Lilienthalstr. 5","Regensburg","BYLADEM1RBG","2018-07-10","",""
"GERMANY","Sparkasse Rhein-Haardt","Philipp-Fauth-Str. 9","Bad Duerkheim","MALADE51DKH","2018-07-10","",""
"GERMANY","Sparkasse Rhein-Maas","Hagsche Strasse 33","Kleve","WELADED1KLE","2018-07-10","",""
"GERMANY","Sparkasse Rhein-Nahe","Kornmarkt 5","Bad Kreuznach","MALADE51KRE","2018-07-10","",""
"GERMANY","Sparkasse Rhein-Neckar Nord","D 1, 1 - 3","Mannheim","MANSDE66XXX","2018-07-10","",""
"GERMANY","Sparkasse Rosenheim-Bad Aibling","Kufsteiner Str. 1-5","Rosenheim","BYLADEM1ROS","2018-07-10","",""
"GERMANY","Sparkasse Rotenburg Osterholz","Am Markt 10","Zeven","BRLADE21ROB","2018-07-10","",""
"GERMANY","Sparkasse Rottal-Inn","Pfarrkirchener Str. 14-16","Eggenfelden","BYLADEM1EGF","2018-07-10","",""
"GERMANY","Sparkasse Saarbruecken","Neumarkt 17","Saarbruecken","SAKSDE55XXX","2018-07-10","",""
"GERMANY","Sparkasse Salem-Heiligenberg","Schlossseeallee 30","Salem","SOLADES1SAL","2018-07-10","",""
"GERMANY","Sparkasse Schaumburg","Klosterstrasse 11","Rinteln","NOLADE21SHG","2018-07-10","",""
"GERMANY","Sparkasse Schwaben-Bodensee","St.-Josefs-Kirchplatz 6-8","Memmingen","BYLADEM1MLM","2018-07-10","",""
"GERMANY","Sparkasse Schwaebisch Hall-Crailsheim","Hafenmarkt 1","Schwaebisch Hall","SOLADES1SHA","2018-07-10","",""
"GERMANY","Sparkasse Schwarzwald-Baar","Gerberstrasse 45","Villingen-Schwenningen","SOLADES1VSS","2018-07-10","",""
"GERMANY","Sparkasse Schweinfurt-Hassberge","Marktplatz 14-15","Hassfurt","BYLADEM1HAS","2018-07-10","",""
"GERMANY","Sparkasse Siegen","Morleystr. 2","Siegen","WELADED1SIE","2018-07-10","",""
"GERMANY","Sparkasse SoestWerl","Puppenstrasse 7 - 9","Soest","WELADED1SOS","2018-07-10","",""
"GERMANY","Sparkasse Sonneberg","Bahnhofstrasse 61","Sonneberg","HELADEF1SON","2018-07-10","",""
"GERMANY","Sparkasse Spree-Neisse","Breitscheidplatz 3","Cottbus","WELADED1CBN","2018-07-10","",""
"GERMANY","Sparkasse Sprockhoevel","Hauptstrasse 68","Sprockhoevel","SPSHDE31XXX","2018-07-10","",""
"GERMANY","Sparkasse St. Blasien","Menzenschwander strasse 1","St. Blasien","SOLADES1STB","2018-07-10","",""
"GERMANY","Sparkasse Stade-Altes Land","Pferdemarkt 11a","Stade","NOLADE21STS","2018-07-10","",""
"GERMANY","Sparkasse Starkenburg","An der Sparkasse","Heppenheim","HELADEF1HEP","2018-07-10","",""
"GERMANY","Sparkasse Staufen-Breisach","Muenstler strasse 2","Staufen i. Br.","SOLADES1STF","2018-07-10","",""
"GERMANY","Sparkasse Südpfalz","Marie-Curie-strasse 5","Landau","SOLADES1SUW","2018-07-10","",""
"GERMANY","Sparkasse Suedholstein","Kieler strasse 1","Neumuenster","NOLADE21SHO","2018-07-10","",""
"GERMANY","Sparkasse Suedwestpfalz","Bahnhofsstrasse 21-29","Pirmasens","MALADE51SWP","2018-07-10","",""
"GERMANY","Sparkasse Tauberfranken","Hauptstrasse 68","Tauberbischofsheim","SOLADES1TBB","2018-07-10","",""
"GERMANY","Sparkasse Trier","Theodor-Heuss-Allee 1","Trier","TRISDE55XXX","2018-07-10","",""
"GERMANY","Sparkasse Uckermark","Georg-Dreke-Ring 62","Prenzlau","WELADED1UMP","2018-07-10","",""
"GERMANY","Sparkasse Uecker-Randow","Stettiner Str. 13","Pasewalk","NOLADE21PSW","2018-07-10","",""
"GERMANY","Sparkasse Uelzen Luechow-Dannenberg","Veersser strasse 42","Uelzen","NOLADE21UEL","2018-07-10","",""
"GERMANY","Sparkasse Ulm","Neue strasse 66","Ulm","SOLADES1ULM","2018-07-10","",""
"GERMANY","Sparkasse Unstrut-Hainich","Untermarkt 18","Muehlhausen","HELADEF1MUE","2018-07-10","",""
"GERMANY","Sparkasse Vest Recklinghausen","Herzogswall 5","Recklinghausen","WELADED1REK","2018-07-10","",""
"GERMANY","Sparkasse Vogtland","Komturhof 2","Plauen","WELADED1PLX","2018-07-10","",""
"GERMANY","Sparkasse Vorderpfalz","Ludwigsstrasse 52","Ludwigshafen","LUHSDE6AXXX","2018-07-10","",""
"GERMANY","Sparkasse Vorpommern","An der Sparkasse 1","Greifswald","NOLADE21GRW","2018-07-10","",""
"GERMANY","Sparkasse Waldeck-Frankenberg","Nordwall 6-8","Korbach","HELADEF1KOR","2018-07-10","",""
"GERMANY","Sparkasse Werra-Meissner","Friedrich-Wilhelm-strasse 40-42","Eschwege","HELADEF1ESW","2018-07-10","",""
"GERMANY","Sparkasse Westerwald-Sieg","Bismarckstr. 16","Bad Marienberg","MALADE51AKI","2018-07-10","",""
"GERMANY","Sparkasse Westholstein","Dithmarscher Plaz 2","Itzehoe","NOLADE21WHO","2018-07-10","",""
"GERMANY","Sparkasse Westmuensterland","Bahnhofstrasse 1","Ahaus","WELADE3WXXX","2018-07-10","",""
"GERMANY","Sparkasse Wetzlar","Seibertstrasse 10","Wetzlar","HELADEF1WET","2018-07-10","",""
"GERMANY","Sparkasse Wiesental","Adolf-Mueller-strasse 1","Schopfheim","SOLADES1SFH","2018-07-10","",""
"GERMANY","Sparkasse Wilhelmshaven","Theaterplatz 1","Wilhelmshaven","BRLADE21WHV","2018-07-10","",""
"GERMANY","Sparkasse Witten","Ruhrstrasse 45","Witten","WELADED1WTN","2018-07-10","",""
"GERMANY","Sparkasse Wittenberg","Postfach 100265","Lutherstadt Wittenberg","NOLADE21WBL","2018-07-10","",""
"GERMANY","Sparkasse Wittgenstein","Poststrasse 15","Bad Berleburg","WELADED1BEB","2018-07-10","",""
"GERMANY","Sparkasse Wolfach","Bahnhofstrasse 4","Wolfach","SOLADES1WOF","2018-07-10","",""
"GERMANY","Sparkasse Zollernalb","Friedrichstrasse 3","Balingen","SOLADES1BAL","2018-07-10","",""
"GERMANY","Sparkasse zu Luebeck AG","Breite strasse 18-28","Luebeck","NOLADE21SPL","2018-07-10","",""
"GERMANY","Sparkasse Zwickau","Crimmitschauer Str. 2","Zwickau","WELADED1ZWI","2018-07-10","",""
"GERMANY","SPREEWALDBANK EG","Poststrasse 9-10","Luebben","GENODEF1LN1","2018-11-27","",""
"GERMANY","Stadt- u. Kreissparkasse Darmstadt","Rheinstrasse 10-12","Darmstadt","HELADEF1DAS","2018-07-10","",""
"GERMANY","Stadt- und Kreissparkasse Erlangen Höchstadt Herzogenaurach","Hugenottenplatz 5","Erlangen","BYLADEM1ERH","2018-07-10","",""
"GERMANY","Stadt-Sparkasse Haan","Kaiserstrasse 37","Haan","WELADED1HAA","2018-07-10","",""
"GERMANY","Stadt-Sparkasse Solingen","Koelner Strasse 68-72","Solingen","SOLSDE33XXX","2018-07-10","",""
"GERMANY","Stadtsparkasse Augsburg","Halderstr. 1-5","Augsburg","AUGSDE77XXX","2018-07-10","",""
"GERMANY","Stadtsparkasse Bad Pyrmont","Brunnenstr. 2","Bad Pyrmont","NOLADE21PMT","2018-07-10","",""
"GERMANY","Stadtsparkasse Barsinghausen","Deisterstr. 1a","Barsinghausen","NOLADE21BAH","2018-07-10","",""
"GERMANY","Stadtsparkasse Bocholt","Markt 8","Bocholt","WELADED1BOH","2018-07-10","",""
"GERMANY","Stadtsparkasse Borken","Europaplatz 1","Borken","HELADEF1BOR","2018-07-10","",""
"GERMANY","Stadtsparkasse Bottrop","Pferdemarkt 8","Bottrop","WELADED1BOT","2018-07-10","",""
"GERMANY","Stadtsparkasse Burgdorf","Marktstr. 59","Burgdorf","NOLADE21BUF","2018-07-10","",""
"GERMANY","Stadtsparkasse Cuxhaven","Rohdestr. 6","Cuxhaven","BRLADE21CUX","2018-07-10","",""
"GERMANY","Stadtsparkasse Delbrueck","Lange Str. 17","Delbrueck","WELADED1DEL","2018-07-10","",""
"GERMANY","Stadtsparkasse Dessau","Poststr. 8","Dessau-Rosslau","NOLADE21DES","2018-07-10","",""
"GERMANY","Stadtsparkasse Duesseldorf","Berliner Allee 33","Duesseldorf","DUSSDEDDXXX","2018-07-10","",""
"GERMANY","Stadtsparkasse Grebenstein","Marktstrasse 30","Grebenstein","HELADEF1GRE","2018-07-10","",""
"GERMANY","Stadtsparkasse Haltern am See","Koeppstrasse 2","Haltern","WELADED1HAT","2018-07-10","",""
"GERMANY","Stadtsparkasse Langenfeld","Solinger Strasse 51-55","Langenfeld","WELADED1LAF","2018-07-10","",""
"GERMANY","Stadtsparkasse Lengerich","Rathausplatz 5 - 7","Lengerich","WELADED1LEN","2018-07-10","",""
"GERMANY","Stadtsparkasse Moenchengladbach","Bismarckplatz 10","Moenchengladbach","MGLSDE33XXX","2018-07-10","",""
"GERMANY","Stadtsparkasse Muenchen","Sparkassenstrasse 2","Muenchen","SSKMDEMMXXX","2018-07-10","",""
"GERMANY","Stadtsparkasse Oberhausen","Wuerthstrasse 12","Oberhausen","WELADED1OBH","2018-07-10","",""
"GERMANY","Stadtsparkasse Rahden","Gerichtsstr. 1","Rahden","WELADED1RHD","2018-07-10","",""
"GERMANY","Stadtsparkasse Remscheid","Alleestrasse 76-88","Remscheid","WELADEDRXXX","2018-07-10","",""
"GERMANY","Stadtsparkasse Rheine","Kardinal-Galen-Ring 33","Rheine","WELADED1RHN","2018-07-10","",""
"GERMANY","Stadtsparkasse Schwalmstadt","Bahnhofstrasse 16+18","Schwalmstadt","HELADEF1SWA","2018-07-10","",""
"GERMANY","Stadtsparkasse Schwedt","Dr.-Theodor-Neubauer-Str. 44","Schwedt / Oder","WELADED1UMX","2018-07-10","",""
"GERMANY","Stadtsparkasse Schwelm","Hauptstrasse 63","Schwelm","WELADED1SLM","2018-07-10","",""
"GERMANY","Stadtsparkasse Versmold","Muensterstrasse 15a","Versmold","WELADED1VSM","2018-07-10","",""
"GERMANY","Stadtsparkasse Wedel","Gorch-Fock-strasse 2","Wedel","NOLADE21WED","2018-07-10","",""
"GERMANY","Stadtsparkasse Wermelskirchen","Telegrafenstrasse 5-9","Wermelskirchen","WELADED1WMK","2018-07-10","",""
"GERMANY","Stadtsparkasse Wunstorf","Lange strasse 2","Wunstonf","NOLADE21WST","2018-07-10","",""
"GERMANY","Stadtsparkasse Wuppertal","Islandufer 15","Wuppertal","WUPSDE33XXX","2018-07-10","",""
"GERMANY","Staedtische Sparkasse Offenbach","Berliner strasse 46","Offenbach/Main","HELADEF1OFF","2018-07-10","",""
"GERMANY","Standard Chartered Bank AG","Taunusanlage 16","Frankfurt","SCBLDEFXXXX","2022-07-04","",""
"GERMANY","Sylter Bank eG","Bahnhofstrasse 15","Sylt-Ost","GENODEF1SYL","2018-11-27","",""
"GERMANY","TARGOBANK AG","Kasernenstrasse 10","Duesseldorf","CMCIDEDDXXX","2019-11-26","",""
"GERMANY","Taunus Sparkasse","Ludwig-Erhard-Anlage 6+7","Bad Homburg","HELADEF1TSK","2018-07-10","",""
"GERMANY","TeamBank AG Nürnberg","Beuthener Str. 25","Nuernberg","TEAMDE71XXX","2018-11-27","",""
"GERMANY","UniCredit Bank AG","Am Tucherpark 16","Muenchen","HYVEDEMMXXX","2017-11-21","",""
"GERMANY","Union-Bank AG","Grosse Strasse 2","Flensburg","UNBNDE21XXX","2018-11-20","",""
"GERMANY","VBU Volksbank im Unterland eG","Georg-Kohl-Str. 34","Brackenheim","GENODES1VLS","2018-11-27","",""
"GERMANY","VerbundSparkasse EmsdettenEOchtrup","Kirchstrasse 30 - 34","Emsdetten","WELADED1EMS","2018-07-10","",""
"GERMANY","VerbundVolksbank OWL eG","Neuer Platz 1","Paderborn","DGPBDE3MXXX","2018-11-27","",""
"GERMANY","Vereinigte Raiffeisenbank Burgstaedt eG","Goethestr. 36","Burgstaedt","GENODEF1BST","2018-11-27","",""
"GERMANY","Vereinigte Sparkasse im Maerkischen Kreis","Sparkassenplatz 1","Plettenberg","WELADED1PLB","2018-07-10","",""
"GERMANY","Vereinigte Sparkassen Eschenbach Neustadt Vohenstrauss","Sparkassenplatz","Neustadt a.d.Waldnaab","BYLADEM1ESB","2018-07-10","",""
"GERMANY","Vereinigte Sparkassen Gunzenhausen","Marktplatz 43-45","Gunzenhausen","BYLADEM1GUN","2018-07-10","",""
"GERMANY","Vereinigte Volksbank eG","Nieheimer Str 14","Brakel","GENODEM1STM","2018-11-27","",""
"GERMANY","Vereinigte Volksbank eG Bramgau Osnabrück Wittlage","An der Netter Heide 1","Osnabrueck","GENODEF1OSV","2018-11-20","",""
"GERMANY","Vereinigte Volksbank eG Ganderkesee-Hude-Bookholzberg-Lemwerder eG","Auf der Nordheide 1","Hude","GENODEF1HUD","2018-11-27","",""
"GERMANY","Vereinigte Volksbank eG Saarlouis - Losheim am See - Sulzbach/Saa","Kaiser-Friedrich-Ring 7-13","Saarlouis","GENODE51SB2","2018-11-27","",""
"GERMANY","Vereinigte Volksbank Raiffeisenbank eG","Frankfurter Str 1","Michelstadt","GENODE51MIC","2018-11-27","",""
"GERMANY","Vereinigte Volksbank Raiffeisenbank eG","Am Schlossplatz","Simmern","GENODED1KHK","2018-11-27","",""
"GERMANY","Vereinigte Volksbanken AG","Friedrich-List-Platz 1","Böblingen","GENODES1BBV","2018-11-27","",""
"GERMANY","Vereinigte VR Bank eG","Boldixumer Strasse 21","Wyk auf Föhr","GENODEF1WYK","2018-11-27","",""
"GERMANY","Vereinigte VR Bank Kur- und Rheinpfalz eG","Bahnhofstr. 19","Speyer","GENODE61SPE","2018-11-27","",""
"GERMANY","Vereinte Volksbank eG","Suedwall 23-25","Dorsten","GENODEM1KIH","2018-11-27","",""
"GERMANY","Volks- und Raiffeisenbank Fuerstenwalde Seelow Wriezen eG","Eisenbahnstr. 26","Fuerstenwalde","GENODEF1FW1","2018-11-27","",""
"GERMANY","Volks- und Raiffeisenbank Muldental eG","Markt 8","Grimma","GENODEF1GMV","2018-11-27","",""
"GERMANY","Volks- und Raiffeisenbank Prignitz eG","Wittenberger Str. 13-14","Perleberg","GENODEF1PER","2018-11-27","",""
"GERMANY","Volks- und Raiffeisenbank Saale-Unstrut eG","Gotthardstr 14","Merseburg","GENODEF1NMB","2018-11-27","",""
"GERMANY","Volks- und Raiffeisenbank Saarpfalz eG","Talstrasse 39","Homburg","GENODE51BEX","2018-11-27","",""
"GERMANY","Volksbank - Raiffeisenbank Vilshofen eG","Stadtplatz 36","Vilshofen","GENODEF1VIR","2018-11-27","",""
"GERMANY","VOLKSBANK ALBSTADT EG","Marktstr 57","Albstadt","GENODES1EBI","2018-11-27","",""
"GERMANY","Volksbank Allgäu-Oberschwaben eG","Bahnhofstr 2","Leutkirch","GENODES1LEU","2018-11-27","",""
"GERMANY","Volksbank Altshausen eG","Hindenburgstr. 31","Altshausen","GENODES1VAH","2018-11-27","",""
"GERMANY","Volksbank Alzey-Worms eG","Marktplatz 19","Worms","GENODE61AZY","2018-11-27","",""
"GERMANY","Volksbank am Württemberg eG","Berliner Platz 1","Fellbach","GENODES1UTV","2018-11-27","",""
"GERMANY","Volksbank Ammerbuch eG","Herrenberger Str. 1","Ammerbuch","GENODES1AMM","2018-11-27","",""
"GERMANY","Volksbank an der Niers eG","Am Kapellhof 1","Geldern","GENODED1GDL","2018-11-27","",""
"GERMANY","Volksbank Anroechte eG","Obere Kirchstrasse 3","Anroechte","GENODEM1ANR","2018-11-27","",""
"GERMANY","Volksbank Ascheberg-Herbern eG","Katharinenplatz 2","Ascheberg","GENODEM1CAN","2018-11-27","",""
"GERMANY","Volksbank Backnang eG","Schillerstr 18","Backnang","GENODES1VBK","2018-11-27","",""
"GERMANY","Volksbank Bad Salzuflen eG","Schlossstr. 6-8","Bad Salzuflen","GENODEM1BSU","2018-11-27","",""
"GERMANY","Volksbank Bad Saulgau eG","Hauptstrasse 91","Bad Saulgau","GENODES1SLG","2018-11-27","",""
"GERMANY","Volksbank Bakum eG","Bahnhofstrasse 5","Bakum","GENODEF1BAM","2018-11-27","",""
"GERMANY","Volksbank Baumberge eG","Lilienbeck 8","Billerbeck","GENODEM1BAU","2018-11-20","",""
"GERMANY","Volksbank Beckum-Lippstadt eG","Kahlenstr 30-36","Lippstadt","GENODEM1LPS","2018-11-27","",""
"GERMANY","Volksbank Beilstein-Ilsfeld-Abstatt eG","Hauptstr. 20","Beilstein","GENODES1BIA","2018-11-27","",""
"GERMANY","Volksbank Berg eG","Hochstr. 38","Wipperfuerth","GENODED1RKO","2018-11-27","",""
"GERMANY","Volksbank Bielefeld-Guetersloh eG","Friedrich-Ebert-Str. 73-75","Guetersloh","GENODEM1GTL","2018-11-27","",""
"GERMANY","Volksbank Bigge-Lenne eG","Oststr. 19-23","Schmallenberg","GENODEM1SMA","2018-11-27","",""
"GERMANY","Volksbank Bocholt eG","Meckenemstr 10","Bocholt","GENODEM1BOH","2018-11-27","",""
"GERMANY","Volksbank Bochum Witten eG","Universitaetsstr 70","Bochum","GENODEM1BOC","2018-11-27","",""
"GERMANY","Volksbank Boenen eG","Bahnhofstr 125","Boenen","GENODEM1BO1","2018-11-27","",""
"GERMANY","Volksbank Boerde-Bernburg eG","Rossstr. 40","Wanzleben","GENODEF1WZL","2018-11-27","",""
"GERMANY","Volksbank Boerssum-Hornburg eG","Hauptstrasse 82","Boerssum","GENODEF1BOH","2018-11-27","",""
"GERMANY","Volksbank Brandoberndorf eG","Cleeberger Strasse 6","Waldsolms","GENODE51WBO","2018-11-27","",""
"GERMANY","Volksbank Braunlage eG","Herzog-Wilhelm-Str 19","Braunlage","GENODEF1BLG","2018-11-27","",""
"GERMANY","Volksbank Breisgau Nord eG","Marktplatz 2","Emmendingen","GENODE61EMM","2018-11-27","",""
"GERMANY","Volksbank Breisgau-Markgräflerland eG","Max-Immelmann-Allee 15","Eschbach","GENODE61IHR","2018-11-27","",""
"GERMANY","Volksbank Bremen-Nord eG","Gerh.-Rohlfs-Str 29/Am Sedanplatz 1","Bremen","GENODEF1HB2","2018-11-27","",""
"GERMANY","Volksbank Brenztal eG","Marktstr. 35","Giengen","GENODES1RNS","2018-11-27","",""
"GERMANY","Volksbank Brilon-Bueren-Salzkotten eG","Marktstrasse 15","Salzkotten","GENODEM1BUS","2018-11-27","",""
"GERMANY","Volksbank Bruchsal-Bretten eG","Silcherweg 1","Bretten","GENODE61BTT","2018-11-27","",""
"GERMANY","Volksbank Buehl eG","Friedrichstr 4","Buehl","GENODE61BHL","2018-11-27","",""
"GERMANY","Volksbank Butzbach eG","Weiseler Str. 48","Butzbach","GENODE51BUT","2018-11-27","",""
"GERMANY","Volksbank Chemnitz eG","Innere Klosterstr. 15","Chemnitz","GENODEF1CH1","2018-11-27","",""
"GERMANY","Volksbank Daaden eG","Lamprechtstr 52-54","Daaden","GENODE51DAA","2018-11-27","",""
"GERMANY","Volksbank Dammer Berge eG","Muehlenstr. 8","Damme","GENODEF1DAM","2018-11-27","",""
"GERMANY","Volksbank Darmstadt-Suedhessen eG","Huegelstr. 8-20","Darmstadt","GENODEF1VBD","2018-11-27","",""
"GERMANY","Volksbank Deisslingen eG","Stauffenbergstr 43","Deisslingen","GENODES1VDL","2018-11-27","",""
"GERMANY","Volksbank Delbrueck-Hoevelhof eG","Thuelecke 12","Delbrueck","GENODEM1DLB","2018-11-27","",""
"GERMANY","Volksbank Delitzsch eG","Eilenburger Str 18","Delitzsch","GENODEF1DZ1","2018-11-27","",""
"GERMANY","Volksbank Demmin eG","Rudolf-Breitscheid-Str. 21","Demmin","GENODEF1DM1","2018-11-27","",""
"GERMANY","Volksbank Dessau-Anhalt eG","Ratsgasse 1","Dessau-Rosslau","GENODEF1DS1","2018-11-27","",""
"GERMANY","Volksbank Dettenhausen eG","Bachstr.26","Dettenhausen","GENODES1DEH","2018-11-27","",""
"GERMANY","Volksbank Dortmund-Nordwest eG","Am Amtshaus 22","Dortmund","GENODEM1DNW","2018-11-27","",""
"GERMANY","Volksbank Dreieich eG","Bahnstr. 11-15","Langen","GENODE51DRE","2018-11-27","",""
"GERMANY","Volksbank Dreilaendereck eG","Tumringer Strasse 237","Loerrach","VOLODE66XXX","2018-11-27","",""
"GERMANY","Volksbank Dresden-Bautzen eG","Georgenstr 6","Dresden","GENODEF1DRS","2018-11-27","",""
"GERMANY","Volksbank Duennwald-Holweide eG","Berliner Str 933","Koeln","GENODED1DHK","2018-11-27","",""
"GERMANY","Volksbank Duesseldorf Neuss eG","Koenigsallee 98a","Duesseldorf","GENODED1DNE","2018-11-20","",""
"GERMANY","Volksbank eG","Kirchstrasse 10","Friesoythe","GENODEF1FOY","2018-11-27","",""
"GERMANY","Volksbank eG","Kennedydamm 10","Hildesheim","GENODEF1PAT","2018-11-27","",""
"GERMANY","Volksbank eG","Hafenstr 4-6","Nienburg/Weser","GENODEF1NIN","2018-11-27","",""
"GERMANY","Volksbank eG","Burgstrasse 1","Adelebsen","GENODEF1ADE","2018-11-27","",""
"GERMANY","Volksbank eG","Am Herzogtore 12","Wolfenbuettel","GENODEF1WFV","2018-11-27","",""
"GERMANY","Volksbank eG","Jacobsonstr. 26","Seesen","GENODEF1SES","2018-11-27","",""
"GERMANY","Volksbank eG","Tabbenstrasse 20","Loeningen","GENODEF1LOG","2018-11-27","",""
"GERMANY","Volksbank eG","Marktstrasse 1-5","Osterholz-Scharmbeck","GENODEF1OHZ","2018-11-27","",""
"GERMANY","Volksbank eG","Grosse Str 22","Sottrum","GENODEF1SUM","2018-11-27","",""
"GERMANY","Volksbank eG","Bremer Str 28","Bassum","GENODEF1SHR","2018-11-27","",""
"GERMANY","VOLKSBANK EG","Muensterstr 34","Warendorf","GENODEM1AHL","2018-11-27","",""
"GERMANY","Volksbank eG","Landungsplatz 11","ueberlingen","GENODE61UBE","2018-11-27","",""
"GERMANY","Volksbank eG","Lutherplatz 3","Konstanz","GENODE61RAD","2018-11-27","",""
"GERMANY","Volksbank eG","Goepenstr 35","Sangerhausen","GENODEF1SGH","2018-11-27","",""
"GERMANY","Volksbank eG","Friedrich-Ebert-Str 45","Koethen","GENODEF1KOE","2018-11-27","",""
"GERMANY","Volksbank eG","Ernst-Thaelmann-Str. 20","Gardelegen","GENODEF1GA1","2018-11-27","",""
"GERMANY","Volksbank eG (ex Volksbank Grebenhain eG)","Hauptstr 39","Grebenhain","GENODE51GRC","2018-11-27","",""
"GERMANY","Volksbank eG - Die Gestalterbank","Okenstr. 7","Offenburg","GENODE61OG1","2018-11-27","",""
"GERMANY","Volksbank eG Bad Laer-Borgloh-Hilter-Melle","Bielefelder Str 16","Hilter","GENODEF1HTR","2018-11-27","",""
